user,session,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0,0.32046014790468363,0.13240628778718258,0.08175277959450622,0.15920651068158698,0.050518134715025906,0.05645524066576698,0.5144628099173554,0.12644836272040302,0.24792013311148087,0.09982935153583618,0.33093525179856115,0.1702127659574468,0.624,0.27325581395348836,0.1702127659574468,0.24085365853658536,0.3088235294117647,0.33689839572192515,0.18023255813953487,0.3054187192118227,0.5
0,1,0.3722267871815941,0.16021765417170497,0.07161543492478745,0.1515768056968464,0.055375647668393785,0.05645524066576698,0.5475206611570248,0.11838790931989925,0.24792013311148087,0.10665529010238908,0.4460431654676259,0.32978723404255317,0.384,0.27906976744186046,0.32978723404255317,0.1951219512195122,0.3088235294117647,0.25668449197860965,0.18604651162790697,0.22660098522167488,0.4935897435897436
0,2,0.33360723089564503,0.1414752116082225,0.08175277959450622,0.15920651068158698,0.06088082901554404,0.05982905982905983,0.5805785123966942,0.1415617128463476,0.2870216306156406,0.11988054607508532,0.4460431654676259,0.32978723404255317,0.752,0.27906976744186046,0.25,0.19207317073170732,0.38235294117647056,0.33689839572192515,0.27906976744186046,0.22660098522167488,0.5
0,3,0.32046014790468363,0.18923821039903266,0.09221713538260301,0.21464903357070192,0.11139896373056994,0.08771929824561403,0.6466942148760331,0.14962216624685137,0.3261231281198003,0.13310580204778158,0.33093525179856115,0.42021276595744683,0.752,0.5465116279069767,0.5,0.3353658536585366,0.3872549019607843,0.41711229946524064,0.18604651162790697,0.22660098522167488,0.5961538461538461
0,4,0.33360723089564503,0.13240628778718258,0.07161543492478745,0.1271617497456765,0.050518134715025906,0.05285650022492128,0.5475206611570248,0.10277078085642317,0.24708818635607321,0.10025597269624574,0.5539568345323741,0.4148936170212766,0.624,0.36046511627906974,0.5,0.24085365853658536,0.38235294117647056,0.25668449197860965,0.27325581395348836,0.2315270935960591,0.2948717948717949
0,5,0.33278553820870993,0.13240628778718258,0.061478090255068674,0.1510681586978637,0.06088082901554404,0.07377417903733693,0.5165289256198347,0.10277078085642317,0.24708818635607321,0.11348122866894197,0.43884892086330934,0.3351063829787234,0.632,0.45930232558139533,0.3351063829787234,0.2865853658536585,0.23529411764705882,0.25133689839572193,0.18023255813953487,0.2315270935960591,0.2948717948717949
0,6,0.34675431388660644,0.12273276904474002,0.07161543492478745,0.1510681586978637,0.05569948186528497,0.06342780026990553,0.5144628099173554,0.11083123425692695,0.23460898502495842,0.10665529010238908,0.5611510791366906,0.3351063829787234,0.632,0.45930232558139533,0.2553191489361702,0.19207317073170732,0.23039215686274508,0.25668449197860965,0.18023255813953487,0.22660098522167488,0.2948717948717949
0,7,0.33360723089564503,0.13240628778718258,0.07161543492478745,0.15920651068158698,0.05569948186528497,0.06680161943319839,0.5475206611570248,0.11838790931989925,0.2737104825291181,0.11348122866894197,0.5611510791366906,0.5,0.752,0.45930232558139533,0.3351063829787234,0.24085365853658536,0.3872549019607843,0.42245989304812837,0.27325581395348836,0.2315270935960591,0.3974358974358974
0,8,0.2941659819227609,0.14207980652962515,0.06638325703073905,0.14343845371312308,0.05569948186528497,0.05982905982905983,0.5475206611570248,0.11032745591939547,0.24792013311148087,0.11348122866894197,0.33093525179856115,0.3351063829787234,0.504,0.27906976744186046,0.3351063829787234,0.24085365853658536,0.3088235294117647,0.25668449197860965,0.18604651162790697,0.3054187192118227,0.3974358974358974
0,9,0.30813475760065734,0.1414752116082225,0.07161543492478745,0.16734486266531026,0.06055699481865285,0.05623031938821413,0.5805785123966942,0.11838790931989925,0.2612312811980033,0.11988054607508532,0.33093525179856115,0.32978723404255317,0.632,0.45930232558139533,0.3351063829787234,0.24085365853658536,0.3872549019607843,0.3422459893048128,0.27906976744186046,0.3793103448275862,0.5
